Rhsim13G0094500	39.788086	115.450684	76.133606	191.955597	256.886505	29.152935	94.779610	305.019073	200.338181	144.437973	68.164955	76.925919	66.972130	50.841263	7.815789	127.776413	72.297523	78.514839	25.274380	13.480018	85.408394	173.303650	103.636322	54.521442	38.441257
Rhsim01G0089400	51.386932	58.209587	60.215569	45.341450	50.672413	31.698477	55.123924	41.442902	35.410755	40.677830	23.399242	27.076935	26.825989	17.355751	33.546570	11.136921	15.727707	21.187323	19.154020	22.524969	16.573328	21.319750	20.222246	9.357242	12.341945
Rhsim01G0168600	2.780147	7.359344	1.749082	13.281287	0.323491	3.912922	0.808979	5.561159	49.461056	0.650623	3.244947	1.065320	5.806549	0.720304	1.448320	4.594746	0.932277	6.055191	0.964309	0.132364	0.806316	0.000000	0.991467	0.0	0.0
Rhsim07G0257300	5.034834	4.174621	7.077654	9.390106	3.151748	7.781487	4.089027	6.351313	6.701116	5.564423	1.893155	1.425442	5.714706	9.179399	11.808369	2.540958	2.403952	3.202570	10.216944	3.404241	0.892870	1.408276	3.462198	1.474524	0.939217
Rhsim13G0083100	7.873141	13.137399	16.166759	19.129452	7.071059	47.094112	24.945208	13.294688	19.382900	7.776200	52.681129	58.243137	49.898285	31.777460	26.810266	37.559734	41.002789	51.351749	22.034342	9.231084	45.549484	41.988403	33.806175	19.594282	31.897026
Rhsim10G0153900	8.398838	6.671688	5.444168	6.991362	2.937587	2.353486	7.520984	3.140977	6.369713	4.265578	4.524419	2.443565	2.971137	1.665657	5.374737	0.0	2.414550	0.033339	3.245034	3.475090	1.640643	2.035987	1.371204	1.860853	1.719554
Rhsim09G0096900	0.362392	0.542477	1.204382	2.212021	0.088839	0.178491	1.149685	1.302234	4.390177	0.606957	0.000000	2.303080	0.106887	0.062329	1.404370	0.0	0.848316	0.0	0.135508	1.051513	0.0	3.952224	0.049502	0.0	1.552274
Rhsim02G0177000	21.745615	27.187576	26.916660	23.763779	17.705807	30.377352	26.391968	26.196466	24.858547	18.494011	34.438980	43.254539	26.173426	15.206209	19.957413	21.297285	33.866867	28.046873	14.301935	21.727558	20.140577	26.325092	26.516014	9.245204	13.467603
Rhsim12G0051900	125.375740	183.262375	119.758621	109.143570	84.635475	89.342003	149.151230	141.633759	104.216209	97.755180	91.344795	87.269211	119.431084	96.980766	128.883484	29.573410	117.064240	38.774277	88.140747	89.289108	8.345532	206.533325	23.856823	16.190409	37.817547
Rhsim06G0085500	0.000000	0.528874	0.770621	0.544011	0.190097	0.191721	0.531377	0.424280	0.244260	0.722549	0.000000	0.186764	0.056677	0.462276	0.251254	0.000000	0.377530	0.019135	1.060508	0.320083	4.015875	7.365911	0.162772	1.277938	1.577172
Rhsim04G0156800	5.549256	5.421636	10.873758	8.591093	7.351562	5.229683	8.987903	6.084815	10.728251	6.165494	6.976624	2.449343	3.717355	2.943304	1.188788	1.914131	0.695018	7.196125	0.377014	21.521666	1.200446	7.191142	2.347944	2.376555	9.323220
RhsimUnG0224100	0.0	0.0	0.134660	0.051867	0.0	0.186258	0.022716	0.0	0.0	0.0	0.185337	0.173232	0.205950	2.469815	0.030352	0.0	0.078845	4.839300	12.777541	0.118193	0.647581	0.673622	11.270277	6.207780	0.051990
Rhsim07G0095200	7.899406	0.0	69.900475	15.320515	0.0	7.379793	23.668398	49.170052	0.0	0.880790	0.811244	2.944207	16.825058	4.319894	0.828699	0.0	1.451593	0.0	0.178828	0.407249	0.0	0.000000	0.0	0.000000	0.250508
Rhsim13G0226500	177.542496	187.235565	130.764130	148.616409	151.130814	84.455063	145.280441	104.536354	105.355385	151.038712	119.869171	65.656815	101.112938	64.005943	104.607643	50.760609	53.016468	23.258232	59.639690	77.807541	34.768982	25.239571	40.940697	27.777306	18.814068
Rhsim11G0037300	15.484362	22.341312	18.593704	18.295916	19.297348	32.021549	24.352839	26.778959	25.784988	17.466389	48.676155	62.420368	43.735912	13.890248	21.484077	20.836781	42.713371	55.937099	11.446872	16.495344	37.597790	39.235344	50.320221	10.429219	25.720821
RhsimUnG0091400	26.914988	34.694420	23.652504	21.569345	19.571985	15.776687	27.019653	29.646299	13.507416	25.437721	11.925815	17.574142	20.612232	13.720303	17.972818	6.172887	24.219250	6.641011	15.111533	15.700407	8.141007	15.248738	3.788966	5.294280	6.654944
Rhsim03G0061800	87.953880	95.738289	61.130413	66.462463	98.497551	114.423088	109.218269	100.393822	68.020302	115.816162	160.898682	122.659508	206.946381	125.508636	314.511597	40.867287	97.067398	29.145472	71.992516	153.013535	23.394217	36.162758	30.465479	21.155853	26.245562
Rhsim12G0069100	14.194921	6.465004	13.335633	9.213113	7.522115	8.155198	10.967371	11.512746	8.640743	8.020944	4.519761	7.005066	6.846079	2.864549	8.057634	2.110210	6.164717	3.082536	3.490186	4.881075	1.556404	6.227418	2.334685	0.498289	1.424991
